'Elapsed time','EEG Fp1'
28.464,-9.213
28.466,-10.356
28.468,-11.107
28.470,-11.528
28.472,-11.709
28.474,-11.761
28.476,-11.803
28.478,-11.922
28.480,-12.155
28.482,-12.471
28.484,-12.771
28.486,-12.916
28.488,-12.765
28.490,-12.219
28.492,-11.249
28.494,-9.906
28.496,-8.284
28.498,-6.495
28.500,-4.625
28.502,-2.719
28.504,-0.783
28.506,1.182
28.508,3.152
28.510,5.053
28.512,6.766
28.514,8.160
28.516,9.134
28.518,9.658
28.520,9.788
28.522,9.664
28.524,9.455
28.526,9.329
28.528,9.393
28.530,9.688
28.532,10.197
28.534,10.867
28.536,11.650
28.538,12.519
28.540,13.477
28.542,14.524
28.544,15.643
28.546,16.782
28.548,17.841
28.550,18.707
28.552,19.262
28.554,19.424
28.556,19.164
28.558,18.511
28.560,17.545
28.562,16.376
28.564,15.130
28.566,13.930
28.568,12.884
28.570,12.064
28.572,11.498
28.574,11.157
28.576,10.951
28.578,10.749
28.580,10.394
28.582,9.758
28.584,8.776
28.586,7.485
28.588,6.029
28.590,4.637
28.592,3.565
28.594,3.027
28.596,3.121
28.598,3.786
28.600,4.812
28.602,5.871
28.604,6.633
28.606,6.833
28.608,6.354
28.610,5.265
28.612,3.775
28.614,2.182
28.616,0.766
28.618,-0.287
28.620,-0.927
28.622,-1.249
28.624,-1.448
28.626,-1.754
28.628,-2.365
28.630,-3.391
28.632,-4.825
28.634,-6.552
28.636,-8.367
28.638,-10.023
28.640,-11.278
28.642,-11.953
28.644,-11.964
28.646,-11.343
28.648,-10.237
28.650,-8.866
28.652,-7.488
28.654,-6.321
28.656,-5.498
28.658,-5.042
28.660,-4.852
28.662,-4.750
28.664,-4.520
28.666,-3.979
28.668,-3.022
28.670,-1.648
28.672,0.048
28.674,1.904
28.676,3.747
28.678,5.432
28.680,6.878
28.682,8.082
28.684,9.090
28.686,9.970
28.688,10.769
28.690,11.501
28.692,12.135
28.694,12.608
28.696,12.854
28.698,12.822
28.700,12.490
28.702,11.863
28.704,10.951
28.706,9.761
28.708,8.281
28.710,6.495
28.712,4.396
28.714,2.011
28.716,-0.585
28.718,-3.259
28.720,-5.839
28.722,-8.138
28.724,-9.985
28.726,-11.260
28.728,-11.924
28.730,-12.024
28.732,-11.694
28.734,-11.139
28.736,-10.591
28.738,-10.272
28.740,-10.351
28.742,-10.911
28.744,-11.937
28.746,-13.310
28.748,-14.857
28.750,-16.366
28.752,-17.650
28.754,-18.570
28.756,-19.061
28.758,-19.132
28.760,-18.845
28.762,-18.293
28.764,-17.578
28.766,-16.779
28.768,-15.948
28.770,-15.117
28.772,-14.297
28.774,-13.495
28.776,-12.725
28.778,-12.009
28.780,-11.380
28.782,-10.875
28.784,-10.530
28.786,-10.369
28.788,-10.385
28.790,-10.540
28.792,-10.753
28.794,-10.922
28.796,-10.930
28.798,-10.685
28.800,-10.149
28.802,-9.351
28.804,-8.386
28.806,-7.386
28.808,-6.492
28.810,-5.804
28.812,-5.373
28.814,-5.190
28.816,-5.206
28.818,-5.358
28.820,-5.594
28.822,-5.885
28.824,-6.222
28.826,-6.589
28.828,-6.954
28.830,-7.260
28.832,-7.439
28.834,-7.436
28.836,-7.240
28.838,-6.897
28.840,-6.506
28.842,-6.188
28.844,-6.050
28.846,-6.137
28.848,-6.428
28.850,-6.830
28.852,-7.216
28.854,-7.460
28.856,-7.484
28.858,-7.275
28.860,-6.903
28.862,-6.495
28.864,-6.216
28.866,-6.228
28.868,-6.661
28.870,-7.570
28.872,-8.932
28.874,-10.635
28.876,-12.493
28.878,-14.269
28.880,-15.709
28.882,-16.592
28.884,-16.758
28.886,-16.155
28.888,-14.848
28.890,-13.018
28.892,-10.932
28.894,-8.881
28.896,-7.118
28.898,-5.790
28.900,-4.908
28.902,-4.346
28.904,-3.882
28.906,-3.265
28.908,-2.287
28.910,-0.847
28.912,1.034
28.914,3.214
28.916,5.482
28.918,7.614
28.920,9.429
28.922,10.825
28.924,11.779
28.926,12.340
28.928,12.588
28.930,12.603
28.932,12.447
28.934,12.160
28.936,11.766
28.938,11.281
28.940,10.731
28.942,10.150
28.944,9.560
28.946,8.978
28.948,8.394
28.950,7.783
28.952,7.106
28.954,6.335
28.956,5.464
28.958,4.515
28.960,3.534
28.962,2.569
28.964,1.660
28.966,0.821
28.968,0.043
28.970,-0.695
28.972,-1.402
28.974,-2.067
28.976,-2.649
28.978,-3.093
28.980,-3.345
28.982,-3.378
28.984,-3.198
28.986,-2.831
28.988,-2.314
28.990,-1.670
28.992,-0.900
28.994,0.000
28.996,1.024
28.998,2.132
29.000,3.238
29.002,4.227
29.004,4.991
29.006,5.472
29.008,5.692
29.010,5.761
29.012,5.842
29.014,6.099
29.016,6.638
29.018,7.461
29.020,8.452
29.022,9.407
29.024,10.091
29.026,10.300
29.028,9.911
29.030,8.921
29.032,7.429
29.034,5.617
29.036,3.691
29.038,1.845
29.040,0.223
29.042,-1.105
29.044,-2.139
29.046,-2.933
29.048,-3.582
29.050,-4.177
29.052,-4.796
29.054,-5.466
29.056,-6.166
29.058,-6.817
29.060,-7.302
29.062,-7.492
29.064,-7.283
29.066,-6.624
29.068,-5.538
29.070,-4.118
29.072,-2.509
29.074,-0.858
29.076,0.715
29.078,2.161
29.080,3.504
29.082,4.817
29.084,6.181
29.086,7.656
29.088,9.224
29.090,10.801
29.092,12.237
29.094,13.366
29.096,14.044
29.098,14.182
29.100,13.768
29.102,12.855
29.104,11.551
29.106,9.986
29.108,8.286
29.110,6.565
29.112,4.917
29.114,3.412
29.116,2.101
29.118,1.011
29.120,0.155
29.122,-0.486
29.124,-0.931
29.126,-1.203
29.128,-1.313
29.130,-1.265
29.132,-1.073
29.134,-0.778
29.136,-0.459
29.138,-0.226
29.140,-0.187
29.142,-0.397
29.144,-0.834
29.146,-1.381
29.148,-1.868
29.150,-2.129
29.152,-2.064
29.154,-1.670
29.156,-1.045
29.158,-0.340
29.160,0.297
29.162,0.756
29.164,0.997
29.166,1.019
29.168,0.850
29.170,0.525
29.172,0.085
29.174,-0.407
29.176,-0.844
29.178,-1.086
29.180,-0.976
29.182,-0.376
29.184,0.785
29.186,2.498
29.188,4.662
29.190,7.122
29.192,9.683
29.194,12.147
29.196,14.326
29.198,16.045
29.200,17.156
29.202,17.545
29.204,17.168
29.206,16.066
29.208,14.383
29.210,12.369
29.212,10.326
29.214,8.570
29.216,7.356
29.218,6.828
29.220,6.989
29.222,7.718
29.224,8.796
29.226,9.973
29.228,11.016
29.230,11.771
29.232,12.158
29.234,12.195
29.236,11.956
29.238,11.536
29.240,11.029
29.242,10.490
29.244,9.937
29.246,9.355
29.248,8.723
29.250,8.037
29.252,7.330
29.254,6.677
29.256,6.195
29.258,6.018
29.260,6.281
29.262,7.078
29.264,8.434
29.266,10.291
29.268,12.497
29.270,14.827
29.272,17.026
29.274,18.851
29.276,20.116
29.278,20.728
29.280,20.700
29.282,20.122
29.284,19.140
29.286,17.908
29.288,16.567
29.290,15.211
29.292,13.902
29.294,12.667
29.296,11.509
29.298,10.422
29.300,9.386
29.302,8.391
29.304,7.426
29.306,6.507
29.308,5.664
29.310,4.957
29.312,4.455
29.314,4.222
29.316,4.297
29.318,4.683
29.320,5.348
29.322,6.240
29.324,7.302
29.326,8.474
29.328,9.712
29.330,10.957
29.332,12.147
29.334,13.198
29.336,14.020
29.338,14.540
29.340,14.730
29.342,14.627
29.344,14.334
29.346,13.996
29.348,13.765
29.350,13.750
29.352,13.991
29.354,14.444
29.356,14.999
29.358,15.519
29.360,15.886
29.362,16.028
29.364,15.954
29.366,15.726
29.368,15.457
29.370,15.264
29.372,15.253
29.374,15.482
29.376,15.959
29.378,16.631
29.380,17.393
29.382,18.111
29.384,18.628
29.386,18.809
29.388,18.565
29.390,17.873
29.392,16.777
29.394,15.401
29.396,13.891
29.398,12.406
29.400,11.091
29.402,10.026
29.404,9.243
29.406,8.707
29.408,8.334
29.410,8.010
29.412,7.622
29.414,7.096
29.416,6.409
29.418,5.597
29.420,4.739
29.422,3.933
29.424,3.247
29.426,2.715
29.428,2.329
29.430,2.067
29.432,1.927
29.434,1.925
29.436,2.110
29.438,2.525
29.440,3.184
29.442,4.059
29.444,5.090
29.446,6.195
29.448,7.305
29.450,8.378
29.452,9.390
29.454,10.321
29.456,11.141
29.458,11.806
29.460,12.262
29.462,12.481
29.464,12.458
29.466,12.241
29.468,11.891
29.470,11.489
29.472,11.095
29.474,10.763
29.476,10.532
29.478,10.439
29.480,10.503
29.482,10.731
29.484,11.082
29.486,11.477
29.488,11.796
29.490,11.908
29.492,11.709
29.494,11.146
29.496,10.241
29.498,9.082
29.500,7.788
29.502,6.490
29.504,5.295
29.506,4.276
29.508,3.469
29.510,2.881
29.512,2.480
29.514,2.219
29.516,2.024
29.518,1.823
29.520,1.566
29.522,1.242
29.524,0.898
29.526,0.627
29.528,0.547
29.530,0.762
29.532,1.337
29.534,2.262
29.536,3.467
29.538,4.833
29.540,6.217
29.542,7.492
29.544,8.552
29.546,9.345
29.548,9.851
29.550,10.091
29.552,10.120
29.554,10.016
29.556,9.874
29.558,9.799
29.560,9.882
29.562,10.200
29.564,10.793
29.566,11.656
29.568,12.742
29.570,13.958
29.572,15.183
29.574,16.288
29.576,17.146
29.578,17.655
29.580,17.736
29.582,17.348
29.584,16.495
29.586,15.202
29.588,13.527
29.590,11.548
29.592,9.351
29.594,7.026
29.596,4.656
29.598,2.310
29.600,0.053
29.602,-2.058
29.604,-3.957
29.606,-5.571
29.608,-6.807
29.610,-7.567
29.612,-7.750
29.614,-7.291
29.616,-6.168
29.618,-4.428
29.620,-2.188
29.622,0.381
29.624,3.077
29.626,5.702
29.628,8.088
29.630,10.111
29.632,11.683
29.634,12.750
29.636,13.267
29.638,13.202
29.640,12.538
29.642,11.292
29.644,9.535
29.646,7.396
29.648,5.061
29.650,2.743
29.652,0.649
29.654,-1.057
29.656,-2.278
29.658,-2.991
29.660,-3.241
29.662,-3.121
29.664,-2.748
29.666,-2.244
29.668,-1.719
29.670,-1.254
29.672,-0.884
29.674,-0.593
29.676,-0.305
29.678,0.099
29.680,0.751
29.682,1.743
29.684,3.075
29.686,4.619
29.688,6.121
29.690,7.233
29.692,7.590
29.694,6.903
29.696,5.035
29.698,2.045
29.700,-1.825
29.702,-6.190
29.704,-10.615
29.706,-14.694
29.708,-18.114
29.710,-20.684
29.712,-22.331
29.714,-23.082
29.716,-23.030
29.718,-22.312
29.720,-21.098
29.722,-19.586
29.724,-17.990
29.726,-16.519
29.728,-15.355
29.730,-14.612
29.732,-14.321
29.734,-14.433
29.736,-14.832
29.738,-15.382
29.740,-15.966
29.742,-16.498
29.744,-16.940
29.746,-17.274
29.748,-17.494
29.750,-17.596
29.752,-17.585
29.754,-17.500
29.756,-17.420
29.758,-17.468
29.760,-17.778
29.762,-18.444
29.764,-19.489
29.766,-20.824
29.768,-22.280
29.770,-23.650
29.772,-24.754
29.774,-25.492
29.776,-25.880
29.778,-26.019
29.780,-26.059
29.782,-26.132
29.784,-26.312
29.786,-26.595
29.788,-26.917
29.790,-27.194
29.792,-27.370
29.794,-27.433
29.796,-27.433
29.798,-27.445
29.800,-27.540
29.802,-27.770
29.804,-28.138
29.806,-28.623
29.808,-29.180
29.810,-29.761
29.812,-30.316
29.814,-30.797
29.816,-31.158
29.818,-31.360
29.820,-31.399
29.822,-31.312
29.824,-31.194
29.826,-31.178
29.828,-31.400
29.830,-31.954
29.832,-32.844
29.834,-33.970
29.836,-35.139
29.838,-36.104
29.840,-36.633
29.842,-36.554
29.844,-35.812
29.846,-34.461
29.848,-32.665
29.850,-30.657
29.852,-28.689
29.854,-26.996
29.856,-25.764
29.858,-25.110
29.860,-25.076
29.862,-25.649
29.864,-26.754
29.866,-28.279
29.868,-30.076
29.870,-31.970
29.872,-33.767
29.874,-35.274
29.876,-36.314
29.878,-36.764
29.880,-36.563
29.882,-35.734
29.884,-34.360
29.886,-32.580
29.888,-30.521
29.890,-28.296
29.892,-25.995
29.894,-23.685
29.896,-21.449
29.898,-19.393
29.900,-17.644
29.902,-16.328
29.904,-15.541
29.906,-15.316
29.908,-15.615
29.910,-16.334
29.912,-17.344
29.914,-18.508
29.916,-19.712
29.918,-20.854
29.920,-21.842
29.922,-22.583
29.924,-22.984
29.926,-22.963
29.928,-22.468
29.930,-21.492
29.932,-20.079
29.934,-18.304
29.936,-16.258
29.938,-14.029
29.940,-11.690
29.942,-9.305
29.944,-6.951
29.946,-4.732
29.948,-2.775
29.950,-1.228
29.952,-0.222
29.954,0.152
29.956,-0.126
29.958,-1.003
29.960,-2.345
29.962,-3.967
29.964,-5.651
29.966,-7.176
29.968,-8.351
29.970,-9.034
29.972,-9.162
29.974,-8.742
29.976,-7.865
29.978,-6.659
29.980,-5.276
29.982,-3.849
29.984,-2.477
29.986,-1.227
29.988,-0.147
29.990,0.721
29.992,1.330
29.994,1.635
29.996,1.609
29.998,1.266
30.000,0.662
30.002,-0.112
30.004,-0.951
30.006,-1.770
30.008,-2.520
30.010,-3.176
30.012,-3.727
30.014,-4.150
30.016,-4.389
30.018,-4.367
30.020,-4.005
30.022,-3.257
30.024,-2.142
30.026,-0.748
30.028,0.783
30.030,2.282
30.032,3.593
30.034,4.597
30.036,5.222
30.038,5.444
30.040,5.271
30.042,4.735
30.044,3.895
30.046,2.829
30.048,1.641
30.050,0.437
30.052,-0.683
30.054,-1.662
30.056,-2.490
30.058,-3.207
30.060,-3.885
30.062,-4.579
30.064,-5.295
30.066,-5.965
30.068,-6.455
30.070,-6.584
30.072,-6.182
30.074,-5.141
30.076,-3.447
30.078,-1.203
30.080,1.384
30.082,4.034
30.084,6.442
30.086,8.326
30.088,9.463
30.090,9.721
30.092,9.079
30.094,7.619
30.096,5.525
30.098,3.051
30.100,0.485
30.102,-1.900
30.104,-3.879
30.106,-5.319
30.108,-6.182
30.110,-6.530
30.112,-6.490
30.114,-6.224
30.116,-5.898
30.118,-5.641
30.120,-5.535
30.122,-5.606
30.124,-5.833
30.126,-6.153
30.128,-6.496
30.130,-6.788
30.132,-6.978
30.134,-7.043
30.136,-7.000
30.138,-6.897
30.140,-6.793
30.142,-6.750
30.144,-6.806
30.146,-6.952
30.148,-7.128
30.150,-7.216
30.152,-7.058
30.154,-6.488
30.156,-5.370
30.158,-3.638
30.160,-1.322
30.162,1.442
30.164,4.447
30.166,7.441
30.168,10.198
30.170,12.548
30.172,14.383
30.174,15.671
30.176,16.419
30.178,16.658
30.180,16.427
30.182,15.773
30.184,14.755
30.186,13.441
30.188,11.908
30.190,10.233
30.192,8.477
30.194,6.677
30.196,4.876
30.198,3.131
30.200,1.530
30.202,0.190
30.204,-0.762
30.206,-1.238
30.208,-1.219
30.210,-0.799
30.212,-0.179
30.214,0.375
30.216,0.574
30.218,0.188
30.220,-0.908
30.222,-2.711
30.224,-5.090
30.226,-7.825
30.228,-10.658
30.230,-13.326
30.232,-15.604
30.234,-17.307
30.236,-18.305
30.238,-18.510
30.240,-17.891
30.242,-16.462
30.244,-14.293
30.246,-11.493
30.248,-8.203
30.250,-4.565
30.252,-0.721
30.254,3.204
30.256,7.088
30.258,10.798
30.260,14.181
30.262,17.065
30.264,19.272
30.266,20.671
30.268,21.192
30.270,20.894
30.272,19.955
30.274,18.660
30.276,17.348
30.278,16.353
30.280,15.911
30.282,16.120
30.284,16.915
30.286,18.079
30.288,19.307
30.290,20.267
30.292,20.666
30.294,20.314
30.296,19.144
30.298,17.237
30.300,14.779
30.302,12.061
30.304,9.414
30.306,7.166
30.308,5.586
30.310,4.830
30.312,4.901
30.314,5.680
30.316,6.905
30.318,8.265
30.320,9.441
30.322,10.166
30.324,10.283
30.326,9.728
30.328,8.557
30.330,6.919
30.332,5.034
30.334,3.172
30.336,1.624
30.338,0.664
30.340,0.498
30.342,1.231
30.344,2.842
30.346,5.171
30.348,7.956
30.350,10.882
30.352,13.637
30.354,15.951
30.356,17.645
30.358,18.624
30.360,18.900
30.362,18.565
30.364,17.786
30.366,16.773
30.368,15.749
30.370,14.899
30.372,14.334
30.374,14.061
30.376,13.997
30.378,13.993
30.380,13.895
30.382,13.602
30.384,13.098
30.386,12.458
30.388,11.824
30.390,11.334
30.392,11.085
30.394,11.106
30.396,11.327
30.398,11.632
30.400,11.879
30.402,11.956
30.404,11.796
30.406,11.404
30.408,10.836
30.410,10.192
30.412,9.567
30.414,9.045
30.416,8.683
30.418,8.479
30.420,8.391
30.422,8.327
30.424,8.177
30.426,7.838
30.428,7.254
30.430,6.453
30.432,5.555
30.434,4.764
30.436,4.324
30.438,4.455
30.440,5.294
30.442,6.862
30.444,9.037
30.446,11.603
30.448,14.301
30.450,16.868
30.452,19.121
30.454,20.945
30.456,22.306
30.458,23.200
30.460,23.633
30.462,23.577
30.464,22.972
30.466,21.731
30.468,19.776
30.470,17.058
30.472,13.600
30.474,9.516
30.476,5.016
30.478,0.399
30.480,-3.973
30.482,-7.712
30.484,-10.460
30.486,-11.957
30.488,-12.091
30.490,-10.929
30.492,-8.718
30.494,-5.846
30.496,-2.767
30.498,0.078
30.500,2.343
30.502,3.818
30.504,4.455
30.506,4.335
30.508,3.646
30.510,2.624
30.512,1.515
30.514,0.541
30.516,-0.128
30.518,-0.383
30.520,-0.182
30.522,0.463
30.524,1.496
30.526,2.839
30.528,4.404
30.530,6.098
30.532,7.834
30.534,9.525
30.536,11.096
30.538,12.487
30.540,13.670
30.542,14.643
30.544,15.422
30.546,16.025
30.548,16.449
30.550,16.672
30.552,16.664
30.554,16.401
30.556,15.915
30.558,15.289
30.560,14.658
30.562,14.173
30.564,13.964
30.566,14.106
30.568,14.616
30.570,15.462
30.572,16.567
30.574,17.843
30.576,19.183
30.578,20.448
30.580,21.499
30.582,22.189
30.584,22.408
30.586,22.098
30.588,21.282
30.590,20.060
30.592,18.575
30.594,16.986
30.596,15.415
30.598,13.937
30.600,12.595
30.602,11.414
30.604,10.431
30.606,9.707
30.608,9.324
30.610,9.350
30.612,9.807
30.614,10.637
30.616,11.685
30.618,12.725
30.620,13.490
30.622,13.723
30.624,13.235
30.626,11.937
30.628,9.868
30.630,7.185
30.632,4.137
30.634,1.030
30.636,-1.833
30.638,-4.188
30.640,-5.866
30.642,-6.806
30.644,-7.064
30.646,-6.793
30.648,-6.208
30.650,-5.527
30.652,-4.925
30.654,-4.491
30.656,-4.214
30.658,-3.995
30.660,-3.697
30.662,-3.180
30.664,-2.370
30.666,-1.274
30.668,0.006
30.670,1.313
30.672,2.466
30.674,3.311
30.676,3.758
30.678,3.794
30.680,3.475
30.682,2.906
30.684,2.211
30.686,1.506
30.688,0.887
30.690,0.418
30.692,0.129
30.694,0.033
30.696,0.129
30.698,0.410
30.700,0.872
30.702,1.507
30.704,2.292
30.706,3.174
30.708,4.056
30.710,4.802
30.712,5.235
30.714,5.176
30.716,4.480
30.718,3.069
30.720,0.970
30.722,-1.686
30.724,-4.672
30.726,-7.693
30.728,-10.439
30.730,-12.621
30.732,-14.015
30.734,-14.497
30.736,-14.060
30.738,-12.819
30.740,-10.993
30.742,-8.866
30.744,-6.739
30.746,-4.865
30.748,-3.415
30.750,-2.453
30.752,-1.939
30.754,-1.766
30.756,-1.778
30.758,-1.834
30.760,-1.813
30.762,-1.643
30.764,-1.294
30.766,-0.788
30.768,-0.183
30.770,0.437
30.772,0.973
30.774,1.332
30.776,1.443
30.778,1.276
30.780,0.845
30.782,0.222
30.784,-0.486
30.786,-1.136
30.788,-1.579
30.790,-1.687
30.792,-1.381
30.794,-0.646
30.796,0.448
30.798,1.748
30.800,3.051
30.802,4.126
30.804,4.774
30.806,4.850
30.808,4.326
30.810,3.266
30.812,1.841
30.814,0.293
30.816,-1.110
30.818,-2.123
30.820,-2.563
30.822,-2.348
30.824,-1.510
30.826,-0.191
30.828,1.386
30.830,2.959
30.832,4.265
30.834,5.096
30.836,5.329
30.838,4.948
30.840,4.043
30.842,2.790
30.844,1.421
30.846,0.172
30.848,-0.770
30.850,-1.297
30.852,-1.397
30.854,-1.153
30.856,-0.702
30.858,-0.199
30.860,0.226
30.862,0.507
30.864,0.646
30.866,0.703
30.868,0.775
30.870,0.967
30.872,1.357
30.874,1.984
30.876,2.837
30.878,3.861
30.880,4.964
30.882,6.027
30.884,6.929
30.886,7.539
30.888,7.748
30.890,7.468
30.892,6.653
30.894,5.310
30.896,3.498
30.898,1.332
30.900,-1.038
30.902,-3.447
30.904,-5.723
30.906,-7.721
30.908,-9.316
30.910,-10.418
30.912,-10.981
30.914,-10.999
30.916,-10.524
30.918,-9.662
30.920,-8.571
30.922,-7.429
30.924,-6.404
30.926,-5.614
30.928,-5.107
30.930,-4.842
30.932,-4.716
30.934,-4.581
30.936,-4.282
30.938,-3.691
30.940,-2.721
30.942,-1.338
30.944,0.437
30.946,2.530
30.948,4.825
30.950,7.173
30.952,9.410
30.954,11.385
30.956,12.970
30.958,14.082
30.960,14.674
30.962,14.736
30.964,14.272
30.966,13.291
30.968,11.808
30.970,9.844
30.972,7.456
30.974,4.742
30.976,1.849
30.978,-1.032
30.980,-3.696
30.982,-5.949
30.984,-7.653
30.986,-8.740
30.988,-9.224
30.990,-9.189
30.992,-8.763
30.994,-8.088
30.996,-7.289
30.998,-6.453
31.000,-5.633
31.002,-4.849
31.004,-4.096
31.006,-3.370
31.008,-2.670
31.010,-2.005
31.012,-1.396
31.014,-0.868
31.016,-0.447
31.018,-0.142
31.020,0.062
31.022,0.201
31.024,0.325
31.026,0.486
31.028,0.713
31.030,1.008
31.032,1.345
31.034,1.680
31.036,1.968
31.038,2.176
31.040,2.284
31.042,2.290
31.044,2.206
31.046,2.061
31.048,1.892
31.050,1.753
31.052,1.697
31.054,1.753
31.056,1.901
31.058,2.061
31.060,2.096
31.062,1.841
31.064,1.158
31.066,-0.019
31.068,-1.652
31.070,-3.605
31.072,-5.662
31.074,-7.602
31.076,-9.238
31.078,-10.468
31.080,-11.276
31.082,-11.729
31.084,-11.929
31.086,-11.980
31.088,-11.962
31.090,-11.905
31.092,-11.795
31.094,-11.586
31.096,-11.216
31.098,-10.626
31.100,-9.766
31.102,-8.619
31.104,-7.195
31.106,-5.546
31.108,-3.764
31.110,-1.986
31.112,-0.380
31.114,0.879
31.116,1.635
31.118,1.785
31.120,1.306
31.122,0.273
31.124,-1.160
31.126,-2.770
31.128,-4.319
31.130,-5.589
31.132,-6.409
31.134,-6.681
31.136,-6.374
31.138,-5.517
31.140,-4.184
31.142,-2.480
31.144,-0.542
31.146,1.477
31.148,3.408
31.150,5.082
31.152,6.335
31.154,7.048
31.156,7.142
31.158,6.597
31.160,5.440
31.162,3.739
31.164,1.590
31.166,-0.888
31.168,-3.557
31.170,-6.257
31.172,-8.812
31.174,-11.039
31.176,-12.773
31.178,-13.891
31.180,-14.350
31.182,-14.189
31.184,-13.541
31.186,-12.608
31.188,-11.624
31.190,-10.812
31.192,-10.343
31.194,-10.311
31.196,-10.713
31.198,-11.461
31.200,-12.406
31.202,-13.364
31.204,-14.160
31.206,-14.643
31.208,-14.714
31.210,-14.326
31.212,-13.497
31.214,-12.284
31.216,-10.790
31.218,-9.126
31.220,-7.410
31.222,-5.743
31.224,-4.208
31.226,-2.863
31.228,-1.759
31.230,-0.941
31.232,-0.445
31.234,-0.305
31.236,-0.525
31.238,-1.072
31.240,-1.860
31.242,-2.762
31.244,-3.627
31.246,-4.316
31.248,-4.740
31.250,-4.879
31.252,-4.785
31.254,-4.562
31.256,-4.334
31.258,-4.203
31.260,-4.223
31.262,-4.385
31.264,-4.629
31.266,-4.868
31.268,-5.016
31.270,-5.021
31.272,-4.871
31.274,-4.598
31.276,-4.273
31.278,-3.981
31.280,-3.801
31.282,-3.793
31.284,-3.971
31.286,-4.305
31.288,-4.708
31.290,-5.059
31.292,-5.219
31.294,-5.075
31.296,-4.570
31.298,-3.721
31.300,-2.640
31.302,-1.498
31.304,-0.499
31.306,0.183
31.308,0.443
31.310,0.282
31.312,-0.193
31.314,-0.794
31.316,-1.300
31.318,-1.512
31.320,-1.314
31.322,-0.697
31.324,0.234
31.326,1.294
31.328,2.257
31.330,2.920
31.332,3.140
31.334,2.847
31.336,2.053
31.338,0.825
31.340,-0.734
31.342,-2.503
31.344,-4.349
31.346,-6.139
31.348,-7.734
31.350,-8.999
31.352,-9.817
31.354,-10.104
31.356,-9.823
31.358,-8.992
31.360,-7.683
31.362,-6.015
31.364,-4.131
31.366,-2.182
31.368,-0.308
31.370,1.376
31.372,2.786
31.374,3.860
31.376,4.562
31.378,4.869
31.380,4.785
31.382,4.335
31.384,3.581
31.386,2.617
31.388,1.565
31.390,0.552
31.392,-0.309
31.394,-0.939
31.396,-1.292
31.398,-1.348
31.400,-1.101
31.402,-0.542
31.404,0.329
31.406,1.496
31.408,2.893
31.410,4.391
31.412,5.793
31.414,6.873
31.416,7.417
31.418,7.286
31.420,6.455
31.422,5.019
31.424,3.171
31.426,1.137
31.428,-0.872
31.430,-2.705
31.432,-4.284
31.434,-5.574
31.436,-6.565
31.438,-7.230
31.440,-7.523
31.442,-7.399
31.444,-6.836
31.446,-5.873
31.448,-4.609
31.450,-3.206
31.452,-1.842
31.454,-0.684
31.456,0.148
31.458,0.603
31.460,0.689
31.462,0.474
31.464,0.061
31.466,-0.427
31.468,-0.864
31.470,-1.148
31.472,-1.211
31.474,-1.029
31.476,-0.641
31.478,-0.124
31.480,0.412
31.482,0.860
31.484,1.147
31.486,1.250
31.488,1.220
31.490,1.174
31.492,1.273
31.494,1.689
31.496,2.557
31.498,3.920
31.500,5.705
31.502,7.710
31.504,9.632
31.506,11.128
31.508,11.891
31.510,11.709
31.512,10.525
31.514,8.417
31.516,5.579
31.518,2.263
31.520,-1.262
31.522,-4.751
31.524,-7.988
31.526,-10.779
31.528,-12.950
31.530,-14.345
31.532,-14.854
31.534,-14.428
31.536,-13.123
31.538,-11.095
31.540,-8.594
31.542,-5.924
31.544,-3.393
31.546,-1.257
31.548,0.313
31.550,1.252
31.552,1.592
31.554,1.431
31.556,0.909
31.558,0.172
31.560,-0.644
31.562,-1.423
31.564,-2.069
31.566,-2.507
31.568,-2.700
31.570,-2.641
31.572,-2.370
31.574,-1.957
31.576,-1.488
31.578,-1.029
31.580,-0.604
31.582,-0.196
31.584,0.247
31.586,0.767
31.588,1.349
31.590,1.908
31.592,2.290
31.594,2.324
31.596,1.880
31.598,0.936
31.600,-0.397
31.602,-1.900
31.604,-3.294
31.606,-4.324
31.608,-4.833
31.610,-4.785
31.612,-4.262
31.614,-3.420
31.616,-2.434
31.618,-1.450
31.620,-0.561
31.622,0.185
31.624,0.775
31.626,1.212
31.628,1.504
31.630,1.675
31.632,1.761
31.634,1.817
31.636,1.896
31.638,2.035
31.640,2.222
31.642,2.399
31.644,2.472
31.646,2.343
31.648,1.946
31.650,1.287
31.652,0.439
31.654,-0.464
31.656,-1.276
31.658,-1.871
31.660,-2.185
31.662,-2.214
31.664,-2.013
31.666,-1.659
31.668,-1.227
31.670,-0.774
31.672,-0.329
31.674,0.100
31.676,0.515
31.678,0.912
31.680,1.295
31.682,1.664
31.684,2.022
31.686,2.378
31.688,2.729
31.690,3.062
31.692,3.335
31.694,3.482
31.696,3.424
31.698,3.091
31.700,2.432
31.702,1.443
31.704,0.172
31.706,-1.294
31.708,-2.828
31.710,-4.295
31.712,-5.565
31.714,-6.539
31.716,-7.161
31.718,-7.423
31.720,-7.361
31.722,-7.031
31.724,-6.485
31.726,-5.753
31.728,-4.828
31.730,-3.668
31.732,-2.233
31.734,-0.502
31.736,1.487
31.738,3.635
31.740,5.780
31.742,7.726
31.744,9.280
31.746,10.280
31.748,10.637
31.750,10.335
31.752,9.441
31.754,8.093
31.756,6.477
31.758,4.801
31.760,3.266
31.762,2.038
31.764,1.219
